Country,Year,Beginning Stocks,Crush,Domestic Consumption,Ending Stocks,Exports,"Extr. Rate, 999.9999",Feed Waste Dom. Cons.,Food Use Dom. Cons.,Imports,Industrial Dom. Cons.,Production,Total Distribution,Total Supply
Algeria,1964,0.0,0.0,16.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,16.0,16.0
Algeria,1965,0.0,0.0,15.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,15.0,15.0
Algeria,1966,0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,25.0,25.0
Algeria,1967,0.0,0.0,31.0,0.0,0.0,0.0,0.0,31.0,31.0,0.0,0.0,31.0,31.0
Algeria,1968,0.0,0.0,39.0,0.0,0.0,0.0,0.0,39.0,39.0,0.0,0.0,39.0,39.0
Algeria,1969,0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,25.0,25.0
Algeria,1970,0.0,0.0,33.0,0.0,0.0,0.0,0.0,33.0,33.0,0.0,0.0,33.0,33.0
Algeria,1971,0.0,0.0,33.0,0.0,0.0,0.0,0.0,33.0,33.0,0.0,0.0,33.0,33.0
Algeria,1972,0.0,0.0,16.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,16.0,16.0
Algeria,1973,0.0,0.0,39.0,0.0,0.0,0.0,0.0,39.0,39.0,0.0,0.0,39.0,39.0
Algeria,1974,0.0,0.0,21.0,0.0,0.0,0.0,0.0,21.0,21.0,0.0,0.0,21.0,21.0
Algeria,1975,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0
Algeria,1976,0.0,0.0,27.0,0.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0,27.0,27.0
Algeria,1977,0.0,0.0,55.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0,0.0,55.0,55.0
Algeria,1978,0.0,0.0,47.0,0.0,0.0,0.0,0.0,47.0,47.0,0.0,0.0,47.0,47.0
Algeria,1979,0.0,0.0,94.0,0.0,0.0,0.0,0.0,94.0,94.0,0.0,0.0,94.0,94.0
Algeria,1980,0.0,0.0,107.0,0.0,0.0,0.0,0.0,107.0,107.0,0.0,0.0,107.0,107.0
Algeria,1981,0.0,0.0,104.0,0.0,0.0,0.0,0.0,104.0,104.0,0.0,0.0,104.0,104.0
Algeria,1982,0.0,0.0,168.0,0.0,0.0,0.0,0.0,168.0,168.0,0.0,0.0,168.0,168.0
Algeria,1983,0.0,0.0,111.0,0.0,0.0,0.0,0.0,111.0,111.0,0.0,0.0,111.0,111.0
Algeria,1984,0.0,0.0,67.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0,0.0,67.0,67.0
Algeria,1985,0.0,0.0,176.0,0.0,0.0,0.0,0.0,176.0,176.0,0.0,0.0,176.0,176.0
Algeria,1986,0.0,0.0,111.0,0.0,0.0,0.0,0.0,111.0,111.0,0.0,0.0,111.0,111.0
Algeria,1987,0.0,0.0,186.0,0.0,0.0,0.0,0.0,186.0,186.0,0.0,0.0,186.0,186.0
Algeria,1988,0.0,0.0,131.0,0.0,0.0,0.0,0.0,131.0,131.0,0.0,0.0,131.0,131.0
Algeria,1989,0.0,0.0,138.0,0.0,0.0,0.0,0.0,138.0,138.0,0.0,0.0,138.0,138.0
Algeria,1990,0.0,0.0,184.0,0.0,0.0,0.0,0.0,184.0,184.0,0.0,0.0,184.0,184.0
Algeria,1991,0.0,0.0,125.0,0.0,0.0,0.0,0.0,125.0,125.0,0.0,0.0,125.0,125.0
Algeria,1992,0.0,0.0,115.0,0.0,0.0,0.0,0.0,115.0,115.0,0.0,0.0,115.0,115.0
Algeria,1993,0.0,0.0,90.0,0.0,0.0,0.0,0.0,90.0,90.0,0.0,0.0,90.0,90.0
Algeria,1994,0.0,0.0,170.0,0.0,0.0,0.0,0.0,170.0,170.0,0.0,0.0,170.0,170.0
Algeria,1995,0.0,0.0,235.0,0.0,0.0,0.0,0.0,235.0,235.0,0.0,0.0,235.0,235.0
Algeria,1996,0.0,0.0,230.0,0.0,0.0,0.0,0.0,230.0,230.0,0.0,0.0,230.0,230.0
Algeria,1997,0.0,0.0,240.0,0.0,0.0,0.0,0.0,240.0,240.0,0.0,0.0,240.0,240.0
Algeria,1998,0.0,0.0,240.0,10.0,0.0,0.0,0.0,240.0,250.0,0.0,0.0,250.0,250.0
Algeria,1999,10.0,0.0,177.0,5.0,0.0,0.0,0.0,177.0,172.0,0.0,0.0,182.0,182.0
Algeria,2000,5.0,0.0,168.0,0.0,0.0,0.0,0.0,168.0,163.0,0.0,0.0,168.0,168.0
Algeria,2001,0.0,0.0,146.0,0.0,0.0,0.0,0.0,146.0,146.0,0.0,0.0,146.0,146.0
Algeria,2002,0.0,0.0,187.0,20.0,0.0,0.0,0.0,187.0,207.0,0.0,0.0,207.0,207.0
Algeria,2003,20.0,0.0,275.0,0.0,0.0,0.0,0.0,275.0,255.0,0.0,0.0,275.0,275.0
Algeria,2004,0.0,0.0,110.0,25.0,0.0,0.0,0.0,110.0,135.0,0.0,0.0,135.0,135.0
Algeria,2005,25.0,0.0,90.0,0.0,0.0,0.0,0.0,90.0,65.0,0.0,0.0,90.0,90.0
Algeria,2006,0.0,0.0,137.0,50.0,0.0,0.0,0.0,137.0,187.0,0.0,0.0,187.0,187.0
Algeria,2007,50.0,0.0,65.0,10.0,0.0,0.0,0.0,65.0,25.0,0.0,0.0,75.0,75.0
Algeria,2008,10.0,0.0,126.0,0.0,0.0,0.0,0.0,126.0,116.0,0.0,0.0,126.0,126.0
Algeria,2009,0.0,0.0,120.0,51.0,2.0,0.0,0.0,120.0,173.0,0.0,0.0,173.0,173.0
Algeria,2010,51.0,0.0,80.0,9.0,7.0,0.0,0.0,80.0,45.0,0.0,0.0,96.0,96.0
Algeria,2011,9.0,0.0,140.0,92.0,6.0,0.0,0.0,140.0,229.0,0.0,0.0,238.0,238.0
Algeria,2012,92.0,0.0,110.0,29.0,1.0,0.0,0.0,110.0,48.0,0.0,0.0,140.0,140.0
Algeria,2013,29.0,0.0,100.0,28.0,1.0,0.0,0.0,100.0,100.0,0.0,0.0,129.0,129.0
Algeria,2014,28.0,0.0,75.0,20.0,0.0,0.0,0.0,75.0,67.0,0.0,0.0,95.0,95.0
Algeria,2015,20.0,0.0,60.0,14.0,0.0,0.0,0.0,60.0,54.0,0.0,0.0,74.0,74.0
Algeria,2016,14.0,0.0,65.0,56.0,5.0,0.0,0.0,65.0,112.0,0.0,0.0,126.0,126.0
Algeria,2017,56.0,0.0,65.0,37.0,0.0,0.0,0.0,65.0,46.0,0.0,0.0,102.0,102.0
Algeria,2018,37.0,0.0,65.0,20.0,0.0,0.0,0.0,65.0,48.0,0.0,0.0,85.0,85.0
Algeria,2019,20.0,0.0,60.0,8.0,0.0,0.0,0.0,60.0,48.0,0.0,0.0,68.0,68.0
Algeria,2020,8.0,0.0,30.0,4.0,0.0,0.0,0.0,30.0,26.0,0.0,0.0,34.0,34.0
Algeria,2021,4.0,0.0,40.0,6.0,0.0,0.0,0.0,40.0,42.0,0.0,0.0,46.0,46.0
Algeria,2022,6.0,0.0,45.0,6.0,0.0,0.0,0.0,45.0,45.0,0.0,0.0,51.0,51.0
Algeria,2023,6.0,0.0,50.0,6.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,56.0,56.0
Argentina,1964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,1965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,1966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,1967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,1969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,1971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,1972,24.0,965.0,283.0,8.0,61.0,0.3399,0.0,283.0,0.0,0.0,328.0,352.0,352.0
Argentina,1973,8.0,974.0,325.0,9.0,2.0,0.3368,0.0,325.0,0.0,0.0,328.0,336.0,336.0
Argentina,1974,9.0,604.0,243.0,9.0,0.0,0.4023,0.0,243.0,0.0,0.0,243.0,252.0,252.0
Argentina,1975,9.0,944.0,249.0,15.0,38.0,0.3104,0.0,249.0,0.0,0.0,293.0,302.0,302.0
Argentina,1976,15.0,1088.0,227.0,21.0,124.0,0.3281,0.0,227.0,0.0,0.0,357.0,372.0,372.0
Argentina,1977,21.0,1167.0,226.0,19.0,161.0,0.3299,0.0,226.0,0.0,0.0,385.0,406.0,406.0
Argentina,1978,19.0,1493.0,252.0,30.0,255.0,0.347,0.0,252.0,0.0,0.0,518.0,537.0,537.0
Argentina,1979,30.0,1626.0,241.0,35.0,325.0,0.3512,0.0,241.0,0.0,0.0,571.0,601.0,601.0
Argentina,1980,35.0,1201.0,204.0,51.0,207.0,0.3555,0.0,201.0,0.0,3.0,427.0,462.0,462.0
Argentina,1981,51.0,1845.0,259.0,40.0,435.0,0.0,0.0,256.0,0.0,3.0,683.0,734.0,734.0
Argentina,1982,40.0,2319.0,240.0,48.0,656.0,0.0,0.0,239.0,0.0,1.0,904.0,944.0,944.0
Argentina,1983,48.0,2054.0,264.0,36.0,560.0,0.0,0.0,263.0,0.0,1.0,812.0,860.0,860.0
Argentina,1984,36.0,3136.0,319.0,93.0,885.0,0.4,10.0,308.0,0.0,1.0,1261.0,1297.0,1297.0
Argentina,1985,93.0,3484.0,345.0,91.0,1065.0,0.0,11.0,332.0,0.0,2.0,1408.0,1501.0,1501.0
Argentina,1986,91.0,2253.0,349.0,59.0,602.0,0.0,9.0,338.0,0.0,2.0,919.0,1010.0,1010.0
Argentina,1987,59.0,2549.0,330.0,63.0,699.0,0.0,10.0,317.0,0.0,3.0,1033.0,1092.0,1092.0
Argentina,1988,63.0,3225.0,366.0,82.0,925.0,0.41,10.0,354.0,0.0,2.0,1310.0,1373.0,1373.0
Argentina,1989,82.0,3400.0,218.0,74.0,1162.0,0.4,10.0,205.0,0.0,3.0,1372.0,1454.0,1454.0
Argentina,1990,74.0,3747.0,318.0,86.0,1175.0,0.4,10.0,305.0,0.0,3.0,1505.0,1579.0,1579.0
Argentina,1991,86.0,3500.0,350.0,91.0,1050.0,0.4,10.0,337.0,0.0,3.0,1405.0,1491.0,1491.0
Argentina,1992,91.0,2850.0,376.0,80.0,775.0,0.4,15.0,358.0,0.0,3.0,1140.0,1231.0,1231.0
Argentina,1993,80.0,3240.0,395.0,70.0,920.0,0.4,15.0,377.0,0.0,3.0,1305.0,1385.0,1385.0
Argentina,1994,70.0,4951.0,420.0,84.0,1556.0,0.4,10.0,407.0,0.0,3.0,1990.0,2060.0,2060.0
Argentina,1995,84.0,5123.0,420.0,217.0,1510.0,0.4,10.0,407.0,0.0,3.0,2063.0,2147.0,2147.0
Argentina,1996,217.0,5338.0,422.0,197.0,1722.0,0.4,10.0,410.0,3.0,2.0,2121.0,2341.0,2341.0
Argentina,1997,197.0,5391.0,432.0,289.0,1594.0,0.39,10.0,420.0,0.0,2.0,2118.0,2315.0,2315.0
Argentina,1998,289.0,6195.0,442.0,526.0,1854.0,0.41,10.0,430.0,0.0,2.0,2533.0,2822.0,2822.0
Argentina,1999,526.0,4825.0,442.0,560.0,1544.0,0.42,10.0,430.0,1.0,2.0,2019.0,2546.0,2546.0
Argentina,2000,560.0,2942.0,453.0,330.0,1004.0,0.42,10.0,441.0,0.0,2.0,1227.0,1787.0,1787.0
Argentina,2001,330.0,3393.0,390.0,224.0,1157.0,0.43,10.0,378.0,0.0,2.0,1441.0,1771.0,1771.0
Argentina,2002,224.0,3030.0,339.0,281.0,898.0,0.43,10.0,327.0,0.0,2.0,1294.0,1518.0,1518.0
Argentina,2003,281.0,2854.0,349.0,131.0,1007.0,0.42,10.0,337.0,1.0,2.0,1205.0,1487.0,1487.0
Argentina,2004,131.0,3725.0,369.0,179.0,1176.0,0.43,10.0,357.0,1.0,2.0,1592.0,1724.0,1724.0
Argentina,2005,179.0,3704.0,389.0,120.0,1221.0,0.42,10.0,377.0,0.0,2.0,1551.0,1730.0,1730.0
Argentina,2006,120.0,3000.0,410.0,61.0,853.0,0.4,10.0,398.0,2.0,2.0,1202.0,1324.0,1324.0
Argentina,2007,61.0,4260.0,432.0,168.0,1219.0,0.41,15.0,415.0,0.0,2.0,1758.0,1819.0,1819.0
Argentina,2008,168.0,3296.0,463.0,200.0,850.0,0.41,21.0,440.0,0.0,2.0,1345.0,1513.0,1513.0
Argentina,2009,200.0,2769.0,492.0,276.0,578.0,0.41,20.0,470.0,0.0,2.0,1146.0,1346.0,1346.0
Argentina,2010,276.0,3680.0,522.0,327.0,978.0,0.42,20.0,500.0,0.0,2.0,1551.0,1827.0,1827.0
Argentina,2011,327.0,3755.0,572.0,530.0,790.0,0.42,20.0,550.0,0.0,2.0,1565.0,1892.0,1892.0
Argentina,2012,530.0,2344.0,642.0,515.0,353.0,0.42,20.0,620.0,0.0,2.0,980.0,1510.0,1510.0
Argentina,2013,515.0,2211.0,680.0,426.0,343.0,0.42,20.0,658.0,0.0,2.0,934.0,1449.0,1449.0
Argentina,2014,426.0,2749.0,686.0,391.0,502.0,0.42,21.0,663.0,0.0,2.0,1153.0,1579.0,1579.0
Argentina,2015,391.0,2779.0,622.0,334.0,605.0,0.42,20.0,600.0,0.0,2.0,1170.0,1561.0,1561.0
Argentina,2016,334.0,3169.0,612.0,291.0,766.0,0.42,20.0,590.0,0.0,2.0,1335.0,1669.0,1669.0
Argentina,2017,291.0,3283.0,607.0,286.0,783.0,0.42,20.0,585.0,0.0,2.0,1385.0,1676.0,1676.0
Argentina,2018,286.0,3380.0,582.0,275.0,854.0,0.42,10.0,570.0,0.0,2.0,1425.0,1711.0,1711.0
Argentina,2019,275.0,2750.0,582.0,295.0,558.0,0.42,10.0,570.0,0.0,2.0,1160.0,1435.0,1435.0
Argentina,2020,295.0,3137.0,582.0,234.0,829.0,0.43,10.0,570.0,0.0,2.0,1350.0,1645.0,1645.0
Argentina,2021,234.0,3550.0,582.0,282.0,873.0,0.42,10.0,570.0,0.0,2.0,1503.0,1737.0,1737.0
Argentina,2022,282.0,4000.0,662.0,265.0,1050.0,0.42,10.0,650.0,0.0,2.0,1695.0,1977.0,1977.0
Argentina,2023,265.0,3850.0,682.0,263.0,950.0,0.42,10.0,670.0,0.0,2.0,1630.0,1895.0,1895.0
Australia,1964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,1965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,1966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,1967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,1969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,1971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,1972,0.0,94.0,38.0,0.0,0.0,0.4043,0.0,38.0,0.0,0.0,38.0,38.0,38.0
Australia,1973,0.0,77.0,31.0,0.0,0.0,0.4026,0.0,31.0,0.0,0.0,31.0,31.0,31.0
Australia,1974,0.0,104.0,42.0,0.0,0.0,0.4038,0.0,42.0,0.0,0.0,42.0,42.0,42.0
Australia,1975,0.0,74.0,30.0,0.0,0.0,0.4054,0.0,30.0,0.0,0.0,30.0,30.0,30.0
Australia,1976,0.0,56.0,22.0,0.0,0.0,0.3929,0.0,22.0,0.0,0.0,22.0,22.0,22.0
Australia,1977,0.0,130.0,64.0,0.0,0.0,0.4,0.0,64.0,12.0,0.0,52.0,64.0,64.0
Australia,1978,0.0,138.0,60.0,0.0,0.0,0.4203,0.0,60.0,2.0,0.0,58.0,60.0,60.0
Australia,1979,0.0,55.0,27.0,0.0,0.0,0.42,0.0,27.0,4.0,0.0,23.0,27.0,27.0
Australia,1980,0.0,115.0,50.0,0.0,0.0,0.43,0.0,50.0,1.0,0.0,49.0,50.0,50.0
Australia,1981,0.0,98.0,44.0,0.0,0.0,0.43,0.0,44.0,2.0,0.0,42.0,44.0,44.0
Australia,1982,0.0,97.0,41.0,0.0,0.0,0.42,0.0,41.0,0.0,0.0,41.0,41.0,41.0
Australia,1983,0.0,142.0,60.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,60.0,60.0,60.0
Australia,1984,0.0,266.0,111.0,0.0,3.0,0.43,0.0,111.0,0.0,0.0,114.0,114.0,114.0
Australia,1985,0.0,213.0,90.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,90.0,90.0,90.0
Australia,1986,0.0,126.0,64.0,0.0,0.0,0.0,0.0,64.0,11.0,0.0,53.0,64.0,64.0
Australia,1987,0.0,128.0,61.0,0.0,1.0,0.42,0.0,61.0,8.0,0.0,54.0,62.0,62.0
Australia,1988,0.0,74.0,41.0,0.0,1.0,0.42,0.0,41.0,11.0,0.0,31.0,42.0,42.0
Australia,1989,0.0,48.0,28.0,0.0,1.0,0.0,0.0,28.0,9.0,0.0,20.0,29.0,29.0
Australia,1990,0.0,104.0,62.0,0.0,0.0,0.0,0.0,62.0,19.0,0.0,43.0,62.0,62.0
Australia,1991,0.0,67.0,49.0,0.0,0.0,0.0,0.0,49.0,21.0,0.0,28.0,49.0,49.0
Australia,1992,0.0,34.0,53.0,0.0,0.0,0.0,0.0,53.0,39.0,0.0,14.0,53.0,53.0
Australia,1993,0.0,105.0,69.0,0.0,0.0,0.0,0.0,69.0,25.0,0.0,44.0,69.0,69.0
Australia,1994,0.0,108.0,57.0,0.0,0.0,0.0,0.0,57.0,12.0,0.0,45.0,57.0,57.0
Australia,1995,0.0,72.0,41.0,0.0,0.0,0.42,0.0,41.0,11.0,0.0,30.0,41.0,41.0
Australia,1996,0.0,146.0,71.0,0.0,0.0,0.0,0.0,71.0,9.0,0.0,62.0,71.0,71.0
Australia,1997,0.0,82.0,55.0,0.0,0.0,0.0,0.0,55.0,20.0,0.0,35.0,55.0,55.0
Australia,1998,0.0,196.0,85.0,0.0,5.0,0.0,0.0,85.0,7.0,0.0,83.0,90.0,90.0
Australia,1999,0.0,117.0,54.0,0.0,6.0,0.0,0.0,54.0,10.0,0.0,50.0,60.0,60.0
Australia,2000,0.0,64.0,31.0,0.0,6.0,0.0,0.0,31.0,10.0,0.0,27.0,37.0,37.0
Australia,2001,0.0,55.0,32.0,3.0,10.0,0.42,0.0,32.0,22.0,0.0,23.0,45.0,45.0
Australia,2002,3.0,23.0,26.0,0.0,6.0,0.44,0.0,26.0,19.0,0.0,10.0,32.0,32.0
Australia,2003,0.0,53.0,50.0,0.0,2.0,0.42,0.0,50.0,30.0,0.0,22.0,52.0,52.0
Australia,2004,0.0,58.0,41.0,0.0,8.0,0.41,0.0,41.0,25.0,0.0,24.0,49.0,49.0
Australia,2005,0.0,90.0,52.0,10.0,7.0,0.42,0.0,52.0,31.0,0.0,38.0,69.0,69.0
Australia,2006,10.0,45.0,57.0,10.0,2.0,0.42,0.0,57.0,40.0,0.0,19.0,69.0,69.0
Australia,2007,10.0,65.0,52.0,10.0,6.0,0.42,0.0,52.0,31.0,0.0,27.0,68.0,68.0
Australia,2008,10.0,53.0,58.0,2.0,6.0,0.42,0.0,58.0,34.0,0.0,22.0,66.0,66.0
Australia,2009,2.0,44.0,62.0,2.0,4.0,0.41,0.0,62.0,48.0,0.0,18.0,68.0,68.0
Australia,2010,2.0,41.0,54.0,2.0,4.0,0.42,0.0,54.0,41.0,0.0,17.0,60.0,60.0
Australia,2011,2.0,44.0,52.0,3.0,3.0,0.41,0.0,52.0,38.0,0.0,18.0,58.0,58.0
Australia,2012,3.0,41.0,65.0,7.0,5.0,0.39,0.0,65.0,58.0,0.0,16.0,77.0,77.0
Australia,2013,7.0,18.0,59.0,0.0,3.0,0.39,0.0,59.0,48.0,0.0,7.0,62.0,62.0
Australia,2014,0.0,30.0,68.0,6.0,5.0,0.4,0.0,68.0,67.0,0.0,12.0,79.0,79.0
Australia,2015,6.0,25.0,69.0,1.0,3.0,0.4,0.0,69.0,57.0,0.0,10.0,73.0,73.0
Australia,2016,1.0,18.0,64.0,8.0,2.0,0.39,0.0,64.0,66.0,0.0,7.0,74.0,74.0
Australia,2017,8.0,14.0,65.0,10.0,1.0,0.43,0.0,65.0,62.0,0.0,6.0,76.0,76.0
Australia,2018,10.0,20.0,80.0,7.0,2.0,0.45,0.0,80.0,70.0,0.0,9.0,89.0,89.0
Australia,2019,7.0,20.0,80.0,9.0,3.0,0.45,0.0,80.0,76.0,0.0,9.0,92.0,92.0
Australia,2020,9.0,25.0,80.0,2.0,1.0,0.44,0.0,80.0,63.0,0.0,11.0,83.0,83.0
Australia,2021,2.0,30.0,66.0,0.0,1.0,0.47,0.0,66.0,51.0,0.0,14.0,67.0,67.0
Australia,2022,0.0,35.0,65.0,0.0,1.0,0.46,0.0,65.0,50.0,0.0,16.0,66.0,66.0
Australia,2023,0.0,35.0,70.0,0.0,1.0,0.46,0.0,70.0,55.0,0.0,16.0,71.0,71.0
Austria,1964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,1965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,1966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,1967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,1969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,1971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,1972,0.0,0.0,34.0,0.0,0.0,0.0,0.0,34.0,34.0,0.0,0.0,34.0,34.0
Austria,1973,0.0,0.0,30.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,30.0,30.0
Austria,1974,0.0,0.0,19.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,0.0,19.0,19.0
Austria,1975,0.0,0.0,26.0,0.0,0.0,0.0,0.0,26.0,26.0,0.0,0.0,26.0,26.0
Austria,1976,0.0,0.0,29.0,0.0,0.0,0.0,0.0,29.0,29.0,0.0,0.0,29.0,29.0
Austria,1977,0.0,0.0,28.0,0.0,0.0,0.0,0.0,28.0,28.0,0.0,0.0,28.0,28.0
Austria,1978,0.0,0.0,29.0,0.0,0.0,0.0,0.0,29.0,29.0,0.0,0.0,29.0,29.0
Austria,1979,0.0,0.0,32.0,0.0,0.0,0.0,0.0,31.0,32.0,1.0,0.0,32.0,32.0
Austria,1980,0.0,0.0,30.0,0.0,1.0,0.0,0.0,29.0,31.0,1.0,0.0,31.0,31.0
Austria,1981,0.0,0.0,25.0,5.0,0.0,0.0,0.0,23.0,30.0,2.0,0.0,30.0,30.0
Austria,1982,5.0,0.0,29.0,5.0,0.0,0.0,0.0,27.0,29.0,2.0,0.0,34.0,34.0
Austria,1983,5.0,0.0,28.0,4.0,0.0,0.0,0.0,26.0,27.0,2.0,0.0,32.0,32.0
Austria,1984,4.0,0.0,28.0,4.0,0.0,0.0,0.0,28.0,28.0,0.0,0.0,32.0,32.0
Austria,1985,4.0,0.0,28.0,4.0,0.0,0.0,0.0,28.0,28.0,0.0,0.0,32.0,32.0
Austria,1986,4.0,0.0,29.0,4.0,0.0,0.0,0.0,29.0,29.0,0.0,0.0,33.0,33.0
Austria,1987,4.0,0.0,32.0,4.0,0.0,0.0,0.0,32.0,32.0,0.0,0.0,36.0,36.0
Austria,1988,4.0,0.0,34.0,4.0,0.0,0.0,0.0,34.0,34.0,0.0,0.0,38.0,38.0
Austria,1989,4.0,0.0,35.0,4.0,0.0,0.0,0.0,32.0,35.0,3.0,0.0,39.0,39.0
Austria,1990,4.0,41.0,35.0,4.0,0.0,0.0,0.0,34.0,18.0,1.0,17.0,39.0,39.0
Austria,1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
